Threshold,Accuracy,Balanced_Accuracy,Precision,Recall,F1,Predicted_Positive_Rate,Number_of_Positive_Predictions
0.6,0.6848484848484848,0.49300952521235336,0.2222222222222222,0.12186379928315412,0.1574074074074074,0.13246753246753246,153
0.61,0.696969696969697,0.4936723621544655,0.2204724409448819,0.1003584229390681,0.13793103448275862,0.10995670995670996,127
0.62,0.696969696969697,0.4863443315166691,0.19130434782608696,0.07885304659498207,0.1116751269035533,0.09956709956709957,115
0.63,0.7082251082251082,0.48765773064270634,0.18478260869565216,0.06093189964157706,0.09164420485175202,0.07965367965367966,92
0.64,0.7194805194805195,0.4938564835272745,0.2077922077922078,0.05734767025089606,0.0898876404494382,0.06666666666666667,77
0.65,0.7246753246753247,0.4960598026218883,0.21739130434782608,0.053763440860215055,0.08620689655172414,0.05974025974025974,69
0.66,0.7298701298701299,0.49704178327686943,0.22033898305084745,0.04659498207885305,0.07692307692307693,0.05108225108225108,59
0.67,0.7316017316017316,0.4969619973486522,0.21818181818181817,0.043010752688172046,0.0718562874251497,0.047619047619047616,55
0.68,0.7393939393939394,0.5020989836500221,0.2608695652173913,0.043010752688172046,0.07384615384615385,0.03982683982683983,46
0.69,0.7428571428571429,0.5019394117935876,0.2631578947368421,0.035842293906810034,0.06309148264984227,0.0329004329004329,38
0.7,0.7489177489177489,0.5034921687042765,0.2962962962962963,0.02867383512544803,0.05228758169934641,0.023376623376623377,27
0.71,0.7506493506493507,0.5034123827760593,0.30434782608695654,0.025089605734767026,0.046357615894039736,0.019913419913419914,23
0.72,0.754978354978355,0.5062662640545981,0.3888888888888889,0.025089605734767026,0.04713804713804714,0.015584415584415584,18
0.73,0.7558441558441559,0.5043943634310404,0.38461538461538464,0.017921146953405017,0.03424657534246575,0.011255411255411256,13
0.74,0.7575757575757576,0.505535915942456,0.45454545454545453,0.017921146953405017,0.034482758620689655,0.009523809523809525,11
0.75,0.7575757575757576,0.505535915942456,0.45454545454545453,0.017921146953405017,0.034482758620689655,0.009523809523809525,11
0.76,0.7558441558441559,0.5019516865517749,0.3333333333333333,0.010752688172043012,0.020833333333333332,0.007792207792207792,9
0.77,0.7584415584415585,0.5036640153188983,0.5,0.010752688172043012,0.021052631578947368,0.005194805194805195,6
0.78,0.7584415584415585,0.5024426768792655,0.5,0.007168458781362007,0.014134275618374558,0.003463203463203463,4
0.79,0.7584415584415585,0.5024426768792655,0.5,0.007168458781362007,0.014134275618374558,0.003463203463203463,4
0.8,0.7593073593073593,0.5017921146953405,1.0,0.0035842293906810036,0.007142857142857143,0.0008658008658008658,1
0.81,0.7593073593073593,0.5017921146953405,1.0,0.0035842293906810036,0.007142857142857143,0.0008658008658008658,1
